Macs,IPs,ACKs
38:b1:db:00:47:95,10.143.220.73,1
00:23:df:96:4f:50,10.173.126.27,1
00:1f:f3:bd:68:79,10.173.189.179,1
04:0c:ce:1b:3e:8f,10.141.223.62,1
00:23:32:9e:9c:eb,10.171.96.235,1
00:23:12:25:39:a1,10.171.205.248,1
04:0c:ce:1b:3a:46,10.145.222.59,1
10:9a:dd:5a:0b:75,10.172.127.115,1
04:0c:ce:1b:41:93,10.131.223.130,1
00:23:12:25:4a:d5,10.171.205.250,1
04:0c:ce:1b:47:6b,10.146.222.184,1
70:cd:60:ff:20:a7,10.172.223.226,1
00:23:12:25:5f:9c,10.171.206.78,1
00:23:12:25:64:f7,10.110.221.53,1
c8:bc:c8:bf:c2:27,10.143.222.129,1
04:0c:ce:1b:41:ac,10.107.222.225,1
00:23:32:95:0e:4c,10.171.96.237,1
00:23:12:25:49:7c,10.144.223.38,1
04:0c:ce:1b:46:a3,10.124.223.96,1
00:23:12:25:36:f6,10.171.206.74,1
04:0c:ce:1b:49:01,10.173.220.144,1
00:23:12:25:5f:df,10.143.223.101,1
5c:96:9d:90:41:e7,10.171.219.249,1
5c:96:9d:90:4c:f1,10.171.220.0,1
5c:96:9d:8d:49:e9,10.171.219.250,1
5c:96:9d:89:59:31,10.171.219.242,1
5c:96:9d:90:43:07,10.171.219.240,1
5c:96:9d:8f:fb:b9,10.171.219.255,1
5c:96:9d:90:0a:55,10.171.219.246,1
5c:96:9d:90:4c:fd,10.171.219.247,1
c8:bc:c8:bc:33:7f,10.106.221.87,1
5c:96:9d:8f:dc:fb,10.171.219.245,1
5c:96:9d:90:4d:5d,10.171.219.253,1
5c:96:9d:90:4d:d9,10.171.219.252,1
5c:96:9d:90:48:4b,10.171.219.243,1
5c:96:9d:90:4c:77,10.171.219.251,1
5c:96:9d:90:10:d1,10.171.219.241,1
5c:96:9d:90:3d:77,10.171.219.244,1
5c:96:9d:90:4c:73,10.171.219.248,1
04:0c:ce:1b:41:44,10.145.222.138,1
5c:96:9d:8d:32:cd,10.171.219.254,1
04:0c:ce:1b:3e:dc,10.146.222.130,1
00:23:12:25:60:65,10.144.219.64,2
d8:30:62:64:76:32,10.120.220.156,1
04:0c:ce:1b:45:16,10.171.220.3,1
c8:bc:c8:c5:f9:24,10.126.218.145,1
00:23:12:25:5f:17,10.172.153.22,1
00:23:12:25:49:89,10.145.219.242,1
00:23:12:23:b1:bd,10.146.223.147,1
00:23:12:25:65:fe,10.172.221.168,1
04:0c:ce:1b:40:61,10.145.222.136,1
04:0c:ce:1b:41:b6,10.103.223.65,1
00:23:12:25:3d:5e,10.171.206.16,2
5c:96:9d:90:0f:c7,10.147.221.165,1
00:10:49:17:98:2e,10.121.239.227,1
00:23:12:25:5f:8c,10.146.223.145,1
00:23:12:25:4a:f0,10.104.222.202,1
c8:bc:c8:b8:74:f0,10.119.221.28,1
c8:bc:c8:b8:74:df,10.119.221.26,1
04:0c:ce:1b:45:43,10.131.223.139,1
00:23:32:9e:e0:7d,10.11.107.149,1
04:0c:ce:1b:46:d8,10.141.223.42,1
00:23:12:25:3c:e1,10.143.223.103,1
04:0c:ce:1b:40:94,10.101.223.70,1
00:23:12:25:49:50,10.171.206.40,1
00:23:12:25:49:09,10.172.155.164,1
c8:bc:c8:bf:75:b6,10.106.220.253,1
c8:bc:c8:b8:6c:04,10.106.221.95,1
04:0c:ce:1b:43:52,10.171.147.178,1
00:23:32:9c:2a:57,10.171.96.239,1
00:0b:86:ca:83:b0,10.123.127.231,1
00:23:12:25:3d:67,10.171.205.245,1
04:0c:ce:1b:3b:41,10.122.223.38,1
c8:bc:c8:bf:42:0a,10.106.221.3,1
00:23:12:25:3e:60,10.171.206.18,2
04:0c:ce:1b:4b:46,10.172.221.54,1
c8:bc:c8:bf:78:af,10.106.220.245,1
44:2a:60:db:a4:58,10.146.223.95,1
00:23:12:25:48:6d,10.172.217.18,1
04:0c:ce:1b:44:c5,10.146.222.151,1
04:0c:ce:1b:41:4d,10.171.220.4,1
00:23:12:24:2c:42,10.144.219.79,1
00:23:12:25:66:08,10.120.220.14,1
00:23:12:25:4a:6a,10.171.205.247,1
00:23:12:25:44:8c,10.144.223.35,1
00:23:12:25:4a:ac,10.172.217.114,1
c8:f6:50:e7:e9:50,10.115.220.189,1
00:23:12:25:4c:80,10.173.214.243,1
c8:bc:c8:bf:35:05,10.143.221.115,1
00:23:32:92:e3:5f,10.173.121.231,1
00:23:12:25:48:7b,10.171.206.65,1
00:22:41:fb:b8:87,10.173.215.127,1
04:0c:ce:1b:3b:55,10.142.221.194,1
00:1f:5b:c4:3e:31,10.101.222.17,1
c8:bc:c8:bf:bf:50,10.106.220.244,1
04:0c:ce:1b:47:c2,10.146.222.138,1
c8:bc:c8:c0:9a:e8,10.103.221.171,1
10:9a:dd:54:f3:61,10.103.126.244,1
c8:bc:c8:bf:42:15,10.119.223.73,1
c8:bc:c8:c0:9a:e3,10.119.223.67,1
c8:bc:c8:bf:be:e7,10.119.223.77,2
44:2a:60:db:a2:bf,10.119.223.53,2
00:23:12:25:5f:bd,10.146.223.144,1
c8:bc:c8:bf:c0:a9,10.106.221.91,1
10:9a:dd:af:f4:58,10.143.219.35,1
00:24:6c:c1:0a:54,10.193.127.250,1
04:0c:ce:1b:42:20,10.145.222.13,1
04:0c:ce:1b:43:bb,10.145.222.15,3
04:0c:ce:1b:44:d9,10.143.221.143,1
04:0c:ce:1b:47:a6,10.103.223.75,1
00:23:12:25:47:ff,10.110.221.55,1
04:0c:ce:1b:40:75,10.145.222.137,1
04:0c:ce:1b:43:e1,10.144.221.83,1
c8:bc:c8:bb:b0:9d,10.126.218.146,1
00:23:12:25:5f:d3,10.104.222.204,1
04:0c:ce:1b:43:92,10.146.222.136,1
44:2a:60:db:a4:72,10.171.221.162,4
04:0c:ce:1b:3b:10,10.146.222.144,1
04:0c:ce:1b:3a:d4,10.171.189.76,1
04:0c:ce:1b:47:5e,10.173.220.140,1
04:0c:ce:1b:39:cb,10.110.222.167,1
04:0c:ce:1b:3f:40,10.144.221.84,1
04:0c:ce:1b:45:69,10.171.219.93,1
04:0c:ce:1b:3f:13,10.171.219.89,1
04:0c:ce:1b:3d:16,10.141.223.71,1
00:23:32:9e:f2:3d,10.11.107.145,1
00:23:12:25:66:71,10.144.221.138,2
04:0c:ce:1b:41:2f,10.141.223.70,1
04:0c:ce:1b:3f:e7,10.141.223.74,1
44:2a:60:db:a4:cd,10.101.223.105,1
04:0c:ce:1b:44:b2,10.173.220.55,1
04:0c:ce:1b:3d:59,10.144.221.76,1
04:0c:ce:1b:4a:c5,10.103.221.100,1
00:23:12:25:3a:4f,10.122.223.32,1
00:23:12:25:44:ab,10.111.221.205,1
04:0c:ce:1b:43:85,10.141.223.53,1
00:1f:5b:f8:dd:35,10.145.116.188,1
04:0c:ce:1b:3d:3b,10.173.220.148,1
00:1e:c2:c3:1a:44,10.145.219.193,1
00:23:12:25:35:98,10.171.205.217,1
00:23:12:25:3b:00,10.144.223.57,1
04:0c:ce:1b:45:0b,10.144.221.82,3
c8:bc:c8:bf:b8:65,10.120.220.43,2
24:a2:e1:c5:75:02,10.143.166.241,1
00:23:12:25:3e:1d,10.144.223.52,1
04:0c:ce:1b:43:30,10.171.219.87,1
04:0c:ce:1b:42:e1,10.145.222.135,1
04:0c:ce:1b:44:21,10.145.222.133,1
00:23:12:25:63:66,10.144.219.80,1
00:23:12:25:44:a5,10.172.217.91,1
04:0c:ce:1b:44:04,10.142.222.182,2
04:0c:ce:1b:46:e4,10.146.222.186,1
2c:f0:ee:21:a0:40,10.126.218.240,1
00:23:12:25:36:d3,10.144.223.34,1
70:cd:60:ff:22:07,10.103.221.112,1
00:10:49:17:93:f5,10.121.239.202,1
a8:20:66:35:96:12,10.142.104.114,2
5c:96:9d:8f:f9:e9,10.105.201.33,1
04:0c:ce:1b:3e:11,10.141.223.47,1
00:23:12:25:5f:2d,10.106.223.166,1
00:23:12:25:64:83,10.106.223.150,1
00:23:12:25:60:08,10.144.223.47,1
00:23:12:25:60:6e,10.119.221.72,1
04:0c:ce:1b:45:db,10.145.222.140,1
00:23:12:25:41:8c,10.119.221.30,1
00:23:32:9c:87:fd,10.172.120.245,1
00:23:12:25:48:07,10.147.218.188,1
68:ae:20:36:6d:86,10.122.141.240,2
ac:81:12:01:fb:3e,10.173.223.180,4
00:19:d1:2f:72:f2,10.122.127.159,1
04:0c:ce:1b:3a:31,10.172.219.171,1
04:0c:ce:1b:3f:6f,10.110.223.1,1
78:3a:84:c2:37:71,10.144.220.125,1
0c:4d:e9:be:84:5f,10.121.126.51,1
88:63:df:a6:72:57,10.121.221.198,1
2c:f0:ee:21:90:1c,10.126.218.175,1
2c:f0:ee:22:f2:ce,10.126.218.237,1
00:1c:bf:b4:12:91,10.172.218.155,1
2c:f0:ee:22:a2:8a,10.126.218.235,1
2c:f0:ee:21:39:3c,10.126.218.241,1
00:0b:86:cb:eb:01,10.104.127.243,1
c8:f6:50:d6:6a:76,10.191.156.107,1
f0:a2:25:07:85:64,10.106.191.221,1
2c:f0:ee:1e:6e:30,10.171.206.22,1
2c:f0:ee:21:96:00,10.126.218.172,1
00:19:d1:5b:86:ee,10.146.127.17,1
00:0b:86:cb:ea:fd,10.172.127.187,1
c8:f6:50:df:ea:4f,10.142.220.184,1
a4:17:31:59:63:8e,10.145.221.203,3
88:63:df:a8:0c:e5,10.120.220.31,1
0c:4d:e9:b9:66:c7,10.120.126.94,1
80:c1:6e:df:2e:d9,10.172.125.130,1
00:0b:86:cb:ea:af,10.145.118.127,1
04:0c:ce:1b:4b:f1,10.110.223.7,1
04:0c:ce:1b:46:fe,10.109.223.51,2
78:3a:84:b5:6c:23,10.113.220.174,1
2c:f0:ee:1e:4e:06,10.126.218.187,1
00:17:f2:3a:14:49,10.191.190.11,1
28:92:4a:c8:36:d3,10.147.126.171,1
88:63:df:a7:f5:5b,10.105.198.217,1
2c:f0:ee:21:49:82,10.126.218.165,1
00:10:49:17:8a:8b,10.105.239.222,1
68:ae:20:36:6d:86,10.191.159.79,1
00:23:12:25:39:8a,10.173.215.62,1
